index,fp_pronouns,headline,class,URL
421,1.0,Pro-Line Unveils Gas Powered Pro-2 Short Course Truck!,1,rcnewz.com
912,1.0,Corruption Watch: John Boehner's Abramoff Connection,0,www.theatlantic.com
913,1.0,Process That Converts Cotton to Boron Carbide Could Create Armored T-Shirts,0,www.popsci.com
345,1.0,Esperanto For Computational Fluid Dynamics,1,www.symscape.com
883,1.0,Cleveland Motion Controls acquires Kaliburn,0,www.automation.com
671,1.0,Uniguest Expands Portfolio of Guest-Facing Technology Solutions,0,www.businesswire.com
470,1.0,Hens lay rugby eggs as Germany aims for 7 Nations glory after footballing defeat to England,1,www.uk.diplo.de
612,1.0,Virgin America Tops Ranking of U.S. Airlines,0,time.com
521,1.0,Manchester City's parent company buys Uruguayan side Atletico Torque,0,www.bbc.co.uk
461,1.0,Leap years to be scrapped after Surrey scientists discover Earth’s orbit has slowed,1,www.surrey.ac.uk
699,1.0,GE Celebrates Grand Opening of First Additive Manufacturing Center in Pittsburgh,0,www.businesswire.com
656,0.9285714285714286,JPMorgan is targeting Silicon Valley,0,www.businessinsider.com
414,0.8571428571428571,RNIB launches guide cats for the blind scheme,1,newsthump.com
284,0.8571428571428571,New Disney Movie Announced!,1,www.animationsource.org
111,0.8333333333333334,Mortal Kombat 'Touch' Coming to iPhone,1,www.trmk.org
37,0.8,Python 2.5 Licensing Change,1,pyfound.blogspot.co.uk
977,0.75,"Regal Beloit Acquires Ramu, Inc., a Technology Company Backed by Khosla Ventures",0,www.prnewswire.com
333,0.75,Telstra announces long-awaited return of the Gold Phone,1,techgeek.com.au
732,0.7368421052631579,"Trump: If We Don’t Take Iraq’s Oil, U.S. Soldiers ‘Would Have Died In Vain’ – ThinkProgress",0,thinkprogress.org
281,0.7272727272727273,Confession: I Was “Intimate” With Presidential Pooch Bo,1,www.dollarthedog.com
245,0.7142857142857143,Library Clones Librarian,1,www.swissarmylibrarian.net
141,0.7142857142857143,MicroFundr First Pan-European VC Fund Will Use Twitter For Funding Process,1,arcticstartup.com
432,0.7142857142857143,Too cool for school? Not at Rochester,1,www.rochester.edu
416,0.7,Luther changes mascot to Fighting Gnome,1,www.luther.edu
903,0.7,Pier pressure is forcing festival to double up,0,www.smh.com.au
163,0.6923076923076923,Grand Theft Auto: Harbour City Leaked,1,uk.ign.com
177,0.6923076923076923,"Phillies announce ""New York Mets Day"" at Citizens Bank Park",1,www.thegoodphight.com
93,0.6875,Comcast acquires BitTorrent for $53bn,1,www.theregister.co.uk
433,0.6666666666666666,Intel Announces Knights Landing GPU,1,www.pcauthority.com.au
541,0.6666666666666666,Census Estimates for 2011 Show Population Growth in New York,0,www.nytimes.com
55,0.6666666666666666,blacklily8 Involved in Avatar Steroids Controversy with WoW,1,kairosnews.org
442,0.6666666666666666,Uncharted Delayed Again – Coming To Xbox One,1,mammothgamers.com
1021,0.6666666666666666,Obama calls for reduction in nuclear weapons,0,www.cnn.com
943,0.6666666666666666,Kristalbelli aims to attract trendsetting crowd,0,www.nydailynews.com
49,0.6666666666666666,Christopher Walken,1,community.livejournal.com
270,0.6666666666666666,Neston residents to bite back over Mosquito Sanctuary,1,www.aboutmyarea.co.uk
771,0.6666666666666666,Bob the Builder to get CG makeover for new show,0,www.licensing.biz
134,0.6666666666666666,Auckland area pushes to become a republic,1,www.scoop.co.nz
491,0.6521739130434783,The Last Of Us Part 2 Xbox One Edition Is A Reality,1,mammothgamers.com
287,0.65,A Burglar Alarm Company SimpliSafe Is Helping Burglars Find New Jobs,1,simplisafe.com
26,0.65,Ebichu Minds the House to be renamed Sally Cleans House,1,www.animenewsnetwork.com
423,0.6470588235294118,New Elder Scrolls Game Announced!,1,uesp.net
658,0.6428571428571429,"General Election 2015: Rainbow coalition, here we come, as the parties cosy up",0,www.independent.co.uk
145,0.625,Kingdom Hearts III for Wii,1,wiinintendo.net
185,0.6190476190476191,Earth population 'exceeds limits',1,news.bbc.co.uk
938,0.6153846153846154,An interview with Maverick Naomi Siddall,0,www.express.co.uk
321,0.6153846153846154,Council Declare Wrexham as ‘Capital City of Wales’,1,www.wrexham.com
313,0.6037735849056604,Why I Breastfeed My Sixteen-Year-Old,1,www.kveller.com
387,0.6,Disney World to cancel Wishes for new Nighttime show,1,www.chipandco.com
778,0.6,Sandi Toksvig presents export award to Waterloo firm,0,www.london-se1.co.uk
685,0.6,How exploring Mars could help us fight climate change on Earth,0,theconversation.com
392,0.6,"Witcher 3 dev says PS4, Xbox One and PC allow it to “go nuts” with visuals",1,www.gamespot.com
139,0.6,Apple and McDonald's Team Up Unveil iMc,1,www.tomshardware.com
1003,0.6,"Madonna to Reunite Mercy, David With Their Families in Malawi",0,www.usmagazine.com
808,0.6,AT&T Stadium to host live entertainment festival KAABOO in 2019,0,www.wfaa.com
260,0.6,The Partridge Family: Rock Band coming early 2011,1,www.thetanooki.com
78,0.6,Mutable variables eliminated from .NET,1,lambda-the-ultimate.org
572,0.6,A 'To Do' List for US Troops Now Arriving in Haiti,0,www.huffingtonpost.com
51,0.6,Safety-Critical Ajax,1,ajaxian.com
916,0.5961538461538461,Picturing 'techies': photo project captures the unseen diversity of Silicon Valley,0,www.theguardian.com
1000,0.5925925925925926,"More on Obama, exceptionalism, and impromptu speaking",0,www.theatlantic.com
737,0.5909090909090909,Strategic Trends and Issues in Supply Chain Management,0,www.scdigest.com
915,0.5833333333333334,"Thailand pledges rice, India to repress hoarding as prices rise",0,www.livemint.com
48,0.5833333333333334,Rumsfeld Resigns!,1,latte.blogs.com
104,0.5789473684210527,A1 Exclusive: NTT Docomo and Sony Corp to Merge,1,mobileinjapan.com
213,0.5789473684210527,BREAKING: Phillies Jamie Moyer agree to two-year contract extension,1,www.thegoodphight.com
885,0.5714285714285714,Twickenham to host Argentina v Australia Rugby Championship clash,0,www.theguardian.com
88,0.5714285714285714,Mexico to hire Bruce Arena as national team coach,1,sbisoccer.com
59,0.5714285714285714,Ocean Rowing Named Olympic Sport,1,www.row2k.com
35,0.5714285714285714,JABEZ DOLOTZ talks to British conductor Sir Henry Collard-Barker about experiences in and out of the concert hall,1,www.mvdaily.com
223,0.5652173913043478,Never a Dull Sketch: Announcing Sharpiener from ZURB,1,zurb.com
315,0.5555555555555556,Magnetised fermentation to revolutionise brewing,1,www.brewsnews.com.au
5,0.5555555555555556,Half-Life 2 to Use Serious Engine 2.0,1,www.seriouszone.com
383,0.5555555555555556,Win your own Higgs boson,1,www.quantumdiaries.org
21,0.5555555555555556,"Discovery of ""Extinct"" Butterfly",1,nlamore.blogspot.co.uk
101,0.5555555555555556,Monitor return rates soar amidst dead pixel pandemic,1,hexus.net
415,0.5517241379310345,Nintendo Joins the Remaster Crowd with Superman: Remastered,1,www.the-gamers-lounge.com
2,0.5454545454545454,Aspyr Announces New Sims Expansion Pack,1,www.insidemacgames.com
39,0.5454545454545454,Fight For Flavor: Victory!,1,www.afterglide.com
641,0.5454545454545454,"CSC and HPE's services division merge, become DXC Technology",0,www.datacenterdynamics.com
786,0.5454545454545454,Selena Gomez: I had a 'mini breakdown' filming racy 'Spring Breakers',0,www.foxnews.com
399,0.5416666666666666,Boeing Cupertino to 'explore weaponisation of Apple technologies',1,www.theregister.co.uk
97,0.5384615384615384,NASA employs ITIL to provide fully automated lights-out IT operations for all future space missions,1,www.itskeptic.org
40,0.5384615384615384,WindowBlinds acquired by Yahoo,1,www.wincustomize.com
237,0.5384615384615384,Linus Torvalds joins Microsoft next-gen OS team quits Linux,1,www.itwire.com
424,0.5384615384615384,TOMORROWLAND FRANK-furter and Frank Sipper to Debut at Disneyland,1,www.tomorrowlandtimes.com
243,0.5333333333333333,Scouting an Abandoned Hotel in Southern California,1,www.scoutingny.com
408,0.5333333333333333,Twitter Reaches Maximum Tweet Capacity,1,pc.net
11,0.5333333333333333,Tiger Woods signs long-term deal with Apple Computer as Mac OS X ‘Tiger’ spokesperson,1,macdailynews.com
949,0.5294117647058824,Strahovski relishes normal girl role,0,www.smh.com.au
487,0.5263157894736842,"Vegas Golden Knights Uniform Leaks, Features LED Lights",1,news.sportslogos.net
429,0.5238095238095238,BREAKING: Halo 5:Guardians to be released on PlayStation 4,1,mammothgamers.com
969,0.52,"LBS 2.0: Don't Just Map It, Manipulate It",0,gigaom.com
327,0.52,Conan O'Brien Buys Mashable Ousts Pete Cashmore as CEO,1,mashable.com
683,0.5172413793103449,Lewis keen to return to winning ways in Bahrain,0,www.phnompenhpost.com
195,0.5142857142857142,Bendis & Maleev to adapt ‘Waiting For Godot’ for Marvel Classics,1,www.comicmix.com
1006,0.5128205128205128,Jo plans to stick with Toffees as striker sets sights on summer move to Everton,0,www.dailymail.co.uk
57,0.5,Karl Rove joins Google's Board of Directors as head of Blogger,1,placebokatz.blogspot.co.uk
398,0.5,Six Flags Announces Hunger Games Theme Park ‘The World of Panem’,1,www.jabberjays.net
192,0.5,Bryan Pape Gunned Down On His Way To Court,1,ozaccounting.com.au
131,0.5,Spotlight in Snow Leopard to include Bible Lookup,1,macbiblioblog.blogspot.co.uk
397,0.5,EXCLUSIVE: Lyrics from Adam Lambert's New Song Leaked!,1,www.spinorbinmusic.com
990,0.5,Spas provide bright spot for tourism,0,www.theage.com.au
443,0.5,BMW invents revolutionary baby shoes that will stop your toddler from falling over,1,www.mirror.co.uk
452,0.5,BREAKING NEWS – iPhone VR Confirmed,1,mammothgamers.com
283,0.5,Style Icon: Kristen Stewart,1,prettyshinysparkly.com
276,0.5,Coalition plans tax on fresh air to 'help improve environment',1,www.mirror.co.uk
161,0.5,BREAKING NEWS: the17thman Goes For 2012,1,the17thman.typepad.com
777,0.5,HP Rolls Out ‘Pavilion dv3000 Entertainment Notebook PC’ In Indian Market,0,www.topnews.in
63,0.5,Britney Spears passes away 1981-2007,1,popculturepundit.blogspot.co.uk
273,0.5,Breaking News: Justin Bieber Quits Label; Cancels Singapore Tour,1,www.spinorbinmusic.com
32,0.5,Google AdWords Unveils Two New Image Sizes,1,www.adotas.com
142,0.5,OSNews Goes Open Source,1,www.osnews.com
263,0.5,Ferrets key to bridging the digital divide between cities and rural areas,1,www.telegraph.co.uk
261,0.5,Rumour: Apple working on iPad nano,1,www.macworld.co.uk
436,0.5,Navier-Stokes Equations Renamed,1,www.symscape.com
907,0.5,NASA Demonstrates Novel Ocean-Powered Underwater Vehicle,0,www.jpl.nasa.gov
910,0.5,"CEO of the Year Brian Thomas Joins Jemez Technology, Axis Communications®’ Technology Integration Partner of the Year",0,www.businesswire.com
299,0.5,Square Enix Acquires Gust Corporation,1,www.rpgfan.com
688,0.5,Rambo... no it's Lambo the monster of the flock,0,www.express.co.uk
376,0.5,Train QR Code Hits The Buffers,1,2d-code.co.uk
308,0.5,Government set to curb foreign authors,1,www.thebookseller.com
640,0.5,Riverbed Technology appoints Paul Mountford as CEO,0,www.business-standard.com
367,0.5,Counterintuitive Usability With The Questionable Approach,1,www.symscape.com
870,0.5,US ambassador barred from Prague Castle by Czech president,0,www.bbc.com
621,0.5,Chilled out Richardson,0,news.bbc.co.uk
974,0.5,Cosmetic Surgery on the Rise in the US,0,www.webmd.com
855,0.5,HP Pavilion dv3000 Entertainment Notebook PC unveiled in India,0,www.techshout.com
180,0.5,Just Creative Design Switches To Comic Sans,1,justcreative.com
611,0.5,"Ford is the leading self-driving car manufacturer – ahead of Waymo, Tesla and Uber",0,www.wired.co.uk
881,0.5,"Prague Treaty Cuts Are Modest, Real",0,www.armscontrolwonk.com
434,0.5,Disney cancels partnership with Coca-Cola signs agreement with Pepsi.,1,www.chipandco.com
475,0.5,Japan to Replace Entire Written Language with Emojis,1,pc.net
108,0.5,Legend of Zelda Movie Trailer Premiere,1,uk.ign.com
466,0.5,Watch the incredible moment dog becomes first pooch to pilot a plane following weeks of coaching,1,www.mirror.co.uk
600,0.5,Whatever Happened to the “Common Good”?,0,ideas.time.com
69,0.5,SlickDeals FatWallet join forces launch new site,1,probargainhunter.com
224,0.5,Phantagram to Release TA2 in August! ,1,www.tauniverse.com
391,0.5,"Nintendo Re-issues Special Edition ""Cartridge Classics""",1,www.the-gamers-lounge.com
396,0.5,First Look: Traxxas T-Maxx 4S 4-Stroke,1,rcnewz.com
937,0.5,Miley Cyrus performs at the Academy of Country Music Awards,0,www.silive.com
682,0.4947368421052632,'This I Believe' Invites Citizens to Share Beliefs,0,www.npr.org
95,0.4918032786885246,A Confession: I Still Use Windows 3.1,1,uk.pcmag.com
551,0.4878048780487805,Trump slump: Drop in American tourism is costing US billions,0,www.independent.co.uk
201,0.4814814814814815,'AMTV' First of Many Changes in Store at MTV ,1,atrl.net
152,0.4736842105263158,Tough Times Call For Tough Measures,1,www.prweb.com
426,0.4705882352941176,BTS turn into 'Bangtan Girls' for April Fool's!,1,www.allkpop.com
459,0.4705882352941176,Nicolas Cage set to be the voice actor for Final Fantasy XV,1,mammothgamers.com
417,0.4690265486725664,Fighting the Good Fight: An Iconic Moustache Returns to the Stage,1,andrewolson.com
389,0.4666666666666667,Houseplan’s “Home Delivery”,1,houseplansllc.tumblr.com
257,0.4666666666666667,Apple drops Mac in favour of booming ‘iPlatform’,1,www.macworld.com.au
501,0.4666666666666667,“Humpty Dumpty” particle discovered,1,home.cern
536,0.4651162790697674,Watch Kings of Leon's Surreal Video Trilogy,0,ew.com
319,0.4642857142857143,News: Report reveals government plans to treat disabled people “like actual human beings” in 2015 ,1,limpingchicken.com
1024,0.4621212121212121,EXCLUSIVE: Usain Bolt says he's the fastest man on Earth - and the cleanest,0,www.dailymail.co.uk
763,0.4615384615384616,School board candidates make their cases: Brian Assadourian,0,www.nj.com
350,0.4615384615384616,Kidrobot's next Dunny is designed by… Banksy!?! ,1,www.spankystokes.com
404,0.4615384615384616,"Peter, Jenna & Steven Leaving at Christmas",1,www.whyruntothetardis.com
887,0.46,Married to a Politician,0,www.theatlantic.com
112,0.4583333333333333,PHILTHY MEMO KICKS FLYERS OUT OF PLAYOFFS,1,openhockey.blogspot.co.uk
344,0.4565217391304348,"Megadeth To Perform ""Peace Sells... but Who's Buying?"" In Its' Entirety At Download Festival",1,thegauntlet.com
28,0.4558823529411765,Exclusive interview with the Half-Blood Prince,1,hpana.com
236,0.4545454545454545,Final Fantasy VII Heading to Nintendo DS,1,www.cubed3.com
123,0.4477611940298508,The Weinstein Company Going French Crazy at Cannes,1,bloody-disgusting.com
259,0.4462809917355372,In Unprecedented Deal Google and Apple Team Up to Privatize the FCC,1,www.videonuze.com
332,0.4444444444444444,Super7's new line of action figures revealed! Teaser #4 makes sense!,1,www.spankystokes.com
318,0.4444444444444444,Adobe To Charge Developers Per Centimeter Of ActionScript Code,1,www.8bitrocket.com
473,0.4444444444444444,KNAC coming back to the airwaves – Metal Riot,1,metalriot.com
378,0.4444444444444444,Panthers escape from Drayton Manor zoo,1,riderater.co.uk
150,0.4444444444444444,Excl: Batman sequel news,1,www.joblo.com
242,0.4444444444444444,Hasbro Gets Transformers In Your G.I. Joe This Summer,1,www.cinemablend.com
950,0.4426229508196721,Memorable Sports Game Shows,0,bleacherreport.com
430,0.44,CERN researchers confirm existence of the Force,1,home.cern
164,0.4375,Troubling details of Nolan’s ‘Shadow of the Bat’ revealed,1,www.incontention.com
701,0.42857142857142855,Mike Manos Moves From AOL to First Data,0,www.datacenterknowledge.com
810,0.42857142857142855,IEEE Launches Global Initiative to Advance Ethics in Technology > ENGINEERING.com,0,www.engineering.com
713,0.42857142857142855,NVIDIA Announces Tesla P100 Accelerator - Pascal GP100 Power for HPC,0,www.anandtech.com
291,0.42857142857142855,Super angels create incubator for incubators,1,vator.tv
497,0.42857142857142855,Ancient particle accelerator discovered on Mars,1,home.cern
405,0.42857142857142855,GMT obsolete as prime meridian moves to Paris,1,www.timeanddate.com
610,0.42857142857142855,"KAABOO Texas Entertainment Event Will Debut May 3-5, 2019 At AT&T Stadium",0,www.dallascowboys.com
323,0.42857142857142855,"Andrew Bell's ""Mini Giant Zlik"" set for release?!?",1,www.spankystokes.com
764,0.42857142857142855,First-Ever High-Goal Polo League Formed,0,www.prweb.com
347,0.42857142857142855,Queen Elizabeth announces appointment of Catholic as next Archbishop of Canterbury,1,anglicanusenews.blogspot.co.uk
485,0.42857142857142855,"Amp Commissioned For ""Don't Copy That: No Longer Floppy""",1,www.soldierx.com
994,0.42857142857142855,"US President Obama backs Turkey's EU bid, France renews opposition",0,www.hurriyet.com.tr
895,0.42857142857142855,Has U.S. Unemployment Bottomed?,0,seekingalpha.com
65,0.42857142857142855,Microsoft to pull out of South Africa,1,eishcoza.blogspot.co.uk
1010,0.42857142857142855,WD Scorpio Black and Scorpio Blue Hard Drive Review,0,www.notebookreview.com
23,0.42857142857142855,Bush twins to join Air Force tech unit in Iraq,1,www.theregister.co.uk
995,0.42,Q&A: Atheist Author Gina Welch on Joining Evangelicals,0,content.time.com
61,0.4195804195804196,Nixon's Eighteen-Minute Gap,1,www.poopreport.com
891,0.4186046511627907,To Become an American,0,www.washingtonpost.com
294,0.4166666666666667,Libyan Defector Moussa Koussa Invited to Royal Wedding,1,www.londonnet.co.uk
365,0.4166666666666667,Peter Dinklage Replaced for Game of Thrones Season 4,1,hbowatch.com
356,0.4166666666666667,bRyanair to challenge Virgin Galactic in low-cost space travel,1,www.whichairline.com
1031,0.4166666666666667,Is Mud Wrestling a Sport?,0,bleacherreport.com
191,0.4166666666666667,Nintendo Demos Hardcore Smash Bros. Wii,1,uk.ign.com
507,0.4166666666666667,Wanna work for El Reg? Developers needed for headline-writing AI bots,1,www.theregister.co.uk
941,0.4157303370786517,How a Scots schoolgirl became India's newest star,0,www.dailyrecord.co.uk
472,0.4117647058823529,"Trump shocks come fast, furious and postal",1,www.everygoddamnday.com
571,0.4117647058823529,Bradford Bulls position is scary - Matt Diskin,0,www.bbc.co.uk
659,0.4074074074074074,Leicester City promoted to Premier League after 10-year absence,0,www.bbc.co.uk
560,0.4,Farewell to a very British way of death,0,www.independent.co.uk
377,0.4,Amazon Tube to Revolutionize Online Shopping,1,pc.net
72,0.4,If You Can Name It They Can Sculpt It,1,www.npr.org
567,0.4,Pfizer Inc. and Marvell Technology Group Ltd. Jump As Stocks Sink,0,www.fool.com
70,0.4,Caedium on Cover of Wired Magazine,1,www.symscape.com
167,0.4,Wollongong lighthouse is leaning: study,1,www.illawarramercury.com.au
386,0.4,EXCLUSIVE: OcUK Debuts Wire-free SATA Adaptors,1,www.eteknix.com
987,0.4,Walcott bent on bringing Barça down,0,www.uefa.com
144,0.4,Meteorite strikes Cottesloe beach,1,www.watoday.com.au
115,0.4,Fluegel's 'B-Flat' Starts on a Good Note,1,www.npr.org
586,0.4,Worcester Warriors defence coach Phil Larder extends deal,0,www.bbc.co.uk
585,0.4,BET’s Centric Adds Entertainment Studios Sitcoms ‘First Family’ And ‘Mr Box Office’,0,deadline.com
802,0.4,Judge Judy recovering after health scare,0,www.sheknows.com
773,0.4,New powder coating technology for composites,0,www.compositesworld.com
204,0.4,3-in-1 Google,1,googlesystem.blogspot.co.uk
513,0.4,"Unbelievable! Linux Mint Ditches Ubuntu, Will Be Based on Arch Linux Now",1,itsfoss.com
962,0.4,Summer Comes Early for Hollywood (and Christmas Comes Early for Vin Diesel),0,carpetbagger.blogs.nytimes.com
458,0.4,VCU announces new tattoo requirement for current and prospective students,1,news.vcu.edu
846,0.4,Naomi Klein takes on Trump's 'shock politics',0,www.thebookseller.com
456,0.4,Royal Caribbean to launch Orbiter of the Galaxies spaceship by 2030,1,www.breakingtravelnews.com
91,0.3965517241379311,Jimmy Wales resigns from Wikipedia,1,www.theregister.co.uk
735,0.3953488372093023,From porn queen to teenage adviser,0,www.richmondandtwickenhamtimes.co.uk
338,0.3939393939393939,IPhone 5 Early Hands On Review.,1,www.8daysageek.com
624,0.39130434782608703,"Squatters to own £500,000 house",0,news.bbc.co.uk
353,0.39130434782608703,Theory of the Stork: New Evidence,1,perfecthealthdiet.com
125,0.39130434782608703,Scientists admit global warming is a hoax,1,www.csmonitor.com
1018,0.3902439024390244,"Obama, In Prague, Calls For Elimination Of Nuclear Weapons",0,www.rferl.org
833,0.3888888888888889,Hot job in Germany: nuclear engineer,0,www.csmonitor.com
346,0.3870967741935484,Apple drops 'thermonuclear' patent bombshell,1,www.theregister.co.uk
311,0.38461538461538464,Silvio Berlusconi supports Class 40 campaign,1,www.thedailysail.com
575,0.38461538461538464,McKelvey is 174th horse to die in a race in just one year,0,www.independent.co.uk
138,0.38461538461538464,Review: Windows Mobile 6.5 for iPhone,1,www.macworld.com.au
558,0.38461538461538464,Top 10 Recut Movie Trailers on YouTube [VIDEOS],0,mashable.com
724,0.38461538461538464,Hitachi 20GB Microdrive introduction,0,www.letsgodigital.org
412,0.38461538461538464,Domino’s Rolls Out Driverless Delivery Vehicles,1,www.dominos.co.uk
680,0.38461538461538464,Hoofing with the stars,0,www.theage.com.au
410,0.38461538461538464,CERN to switch to Comic Sans,1,home.cern
343,0.3783783783783784,Authorities Apprehend the Hacktivist Known as th3j35t3r,1,www.infosecisland.com
60,0.375,Court permanently enjoins use of Electronically Stored Information in Bankruptcy!,1,e-everything4bk.blogspot.co.uk
89,0.375,Oldsmobile Brand Returns to Market,1,www.automobilemag.com
633,0.375,Trainer Tony Martin aims for second Irish National win,0,news.bbc.co.uk
714,0.375,"Telecoms must address technology disrupters, says LetterOne head",0,www.ft.com
717,0.375,OCZ Vertex 4 Review: A Flagship SSD Powered By...Indilinx?,0,www.tomshardware.com
642,0.375,First look: Sadiq Khan's official Mayoral election campaign video,0,www.standard.co.uk
690,0.375,CDC: U.S. Teen Birth Rate Fell to Record Low in 2009,0,abcnews.go.com
631,0.375,Can Chinese Technology Policy Tell Us Anything About Cyber?,0,www.cfr.org
121,0.375,Breaking: Game Pirates Preparing to Legally Win the Console Wars,1,www.unigamesity.com
107,0.375,Ford’s Coal-to-Liquids Concept Vehicle: Release in 2010,1,gas2.org
812,0.375,Robot mannequin technology to test army suits against chemical warfare,0,www.standard.co.uk
157,0.375,The Big Bang Cubed,1,thespacewriter.com
517,0.375,Idaho Potato Commission Trades in Big Idaho® Potato Truck for Big Idaho French Fry Truck,1,idahopotato.com
238,0.375,Bleem! Re-Emerges with Bleem! 360 and Bleem! PS3 Emulators for PC Mac and iPad,1,www.geekazine.com
989,0.3728813559322034,Superbike champ James Toseland set to play Scots charity gig,0,www.dailyrecord.co.uk
54,0.37142857142857133,A Year in the Umma,1,gatesofvienna.blogspot.co.uk
148,0.3684210526315789,Tron Will Fight Skynet,1,www.giantfreakinrobot.com
465,0.3673469387755102,ZackSnyder Exits The Justice League movie “For Personal Reasons”,1,www.badsoundingsentences.com
